id,comment,label
244,my innova car have many crashes on them and color of car is faded so i complaint to them and this happened 3 times with me .,['others']
245,faced difficultied 2 times they do n't do clear wash . the should do clean vehicle from inside properly . staff should take care of it that work should go smoothly .,"['interior', u'clean', 'staff']"
246,for cleaning they takes long time . cleaning should be well even the plastice over the glass also clean properly . they should polish properly so it shine properly .,"[u'polish', u'clean']"
247,they are not clean the car properly sometimes they are wash in upper side so that should be improved properly clean the car .,[u'clean']
248,all cleaning the car they are not setting the speaker properly some of glass was not cleaning so they should improved in cleanness service .,['others']
249,they should clean our vehicle properly from inside . they should remove mud from inside of vehicle . stain on sides and dashboard should be clean properly .,['interior']
250,"service is not doing properly . service advisors are not proper . if we giving our vehicle for service , they should do proper servicing on our car . if we ask to solve any issue while serving they ask to come us next time for that issue . dealership is 70 kilometres far from our city so we are not free to visit again again for servicing of car . quality service is not getting by toyota .",['staff']
251,they should improve on the cleanliness . we need to give money to the staff ask them to wipe the car clean which is wrong . when we go to take the car it should be clean . after the car serviced completely they should give a call for taking the car . we do not see what kind of services they have done but if it looks good form outside then we think that it is cleaned from inside as well .,"['interior', u'clean', u'charg']"
252,i was told them antina is not proper but they did not repair it . they are not doing cleaning but telling us it had done .,[u'clean']
253,thy did not clean it from inside and they did not have spare parts also .,['interior']
254,"they only do cleaning but they don \? t do any servicing in car . even after service we get our car in same condition . they just take money and do cheating with us . toyota customers don \? t have any other option so infinium dealership staff doing cheating with customers . if we give vehicle for service , they change parts of our vehicle like they change wipers and put old wipers in our car . all staff are thief at this dealership . proper engineer is not there at this service . proper advisors are not there in this dealership .","['part', 'staff', u'charg', u'clean']"
255,they should check car properly before give it to the customer .,['check']
256,cleanliness of car should be proper from inside of car . 3 doors of my car was making noise so i complaint them about this but they did not even repair that . door was not getting locked properly . they said bring your car next time we will solve this in free of cost in next visit . their staff should be informed that if any vehicle comes for washing they should wash that car properly . engine was dusty so they said we cannot wash engine . they should wash vehicle 100 percent from inside as well as outside .,"['interior', 'staff', u'charg']"
257,the condition of service center should neat clean .,[u'clean']
258,cleaning service should be improved because they are not clean the inside of car .,['interior']
259,there was delay in washing . doing to much late in the same .,['others']
260,they should improve in the water services given by them .,[u'clean']
261,we asked them for wash but there was a spiders web in my car dickey and they did not clean it . they have all machines but not taking care of this . they should check the car first before delivery .,"['check', u'clean']"
262,they should check the car properly before giving it to the customer .,['check']
263,they should be take care for the servicing the car because they are not cleaning the vehicle properly .,[u'clean']
264,they are doing proper cleaning inside . previously i have ford car their washing service are good . they are doing proper cleaning inside also and polish . but toyota people just hitting water not washing clearly . they should wash it inside as well as from outside like new car . they should provide service like ford and maruti .,"['interior', u'clean']"
265,they don \? t do anything in servicing they just wash our car and return us car . they don \? t clean our car properly . they should do proper cleaning and washing of vehicle .,[u'clean']
266,they are not cleaning the car properly so that service should be improved .,[u'clean']
267,they should improve on the cleaning part as it should look good when we see it after servicing .,['part']
268,while returning to car they commit us time to receive car . sometime it may happen that they give us time at 4 . 00 pm but our servicing gets done at 12 . 00 pm so they should at that time we have to check dust and cleanliness again on our car . our car should be clean on time period given to us .,['check']
269,i took my care for servicing but they did n't clean the car . if they had change only parts then they should check and should pay attention . they should do basic cleaning properly .,"['check', u'clean']"
270,"they are not clean the glass , car body , interior , kit , dashboard so that should be properly clean the vehicle .",['interior']
271,they should proper wash the car and they were doing the work on car which customer told them .,['work']
272,no improvement require . all are fine,['no improve']
273,when i gave my vehicle to the service center that time it was fine but after doing servicing vehicle was little pressed even they were not accepting . staff told me sorry even they repair it . if the delivery staff do something wrong then they should accept it . in the which condition customer gives their vehicle should provide like that only after repairing .,['staff']
274,they have to improve the cleanliness like water washing and interior parts 2 \) if they do the correct water washing we are cover that washing for one month,['interior']
275,no improvement require all are fine,['no improve']
276,they should look properly . should not do work in hurry if we are giving time you should utilize properly and complete work as soon as possible . supervisor should change the old staff because the person will do their duty and its supervisor duty to check . if we are giving for servicing then they should properly check before giving . they do work in hurry . they should use shampoo to clean even for polish .,"[u'polish', 'work', 'check', 'staff']"
277,no improvement require all are fine,['no improve']
278,"water wash service is not much good . cleaning was not completely , i came to know this after changing my battery . the water remains in some parts like battery etc .","['part', u'clean']"
279,having some problem with car washing . they are taking long time for car washing . car should be proper clean while returning it other wise customer will not going to visit again .,[u'clean']
280,they have to see themselves that what they can do the cleaning because cleaning of company is not up to the mark . i have maruti car they do cleaning very properly . maybe toyota not following proper way to clean car . there were some issues on dashboard cleaning .,[u'clean']
281,they does not clean and wash properly . should do all the things properly .,"[u'thing', u'clean']"
282,they are using the same cloth to clean the all parts of the vehicle,['part']
283,for water wash there is only 1 person so it is not done properly so instead if there would be 4 people then maybe they can do it properly . charges for the same are high .,"[u'charg', u'clean']"
284,"they should take more care in washing , because there is no equipment \? s available with the technician the man power is also less . they should maintain cleanliness .",['others']
285,"if we give any complaint , they have to rectify the problem and check the parts regarding that complaint",['check']
286,washing is need to improve . they don \? t clean car properly from downside neither from inside . washing is need to improve . they don \? t clean car properly from downside neither from inside . even after washing body of car remains same . they don \? t clean properly .,"['interior', u'clean']"
287,general cleaning vacuum cleaner should be properly clean the car .,['others']
288,should get the same service which i got before 2 times .,['others']
289,they do not do the servicing on the part where the customers have given the complaint,['part']
290,they should clean the car properly .,[u'clean']
291,they should do improvement in the cleaning part . they should clean the interiors properly . we leave the car for cleaning those parts where we are not able to clean so they should clean it properly .,"['interior', 'part']"
292,after proper cleaning the car then they should call to customer take for the delivery car because sometimes they are not cleaning the car door side not proper clean the car .,['others']
293,i any person visit from long distance then they should clean properly . . if you will provide them they they will clean properly .,[u'clean']
294,they should clean it properly,[u'clean']
295,cleaning service is not good so that should be improved,[u'clean']
296,service administer should inform the customers about the cars status . the service should be done same from inside as they do from outside . there should be 100 improvement .,['interior']
297,they should check about all the complaints like tire lights etc . i had given complaint about oiling regularly but after 2 to 3 complaints . if we ask they say it is like this only .,['check']
298,cleanliness service should be improved because sometimes they are not clean the car .,[u'clean']
299,they have to clean the seats and bumper properly .,['others']
300,"after washing they don \? t clean the car properly , they don \? t polish the car comparing from outside the charges are high in the toyota kirloskar because of which the customers also face problem we think it is better to give car servicing in outside instead of showroom . there is no fault in the car , car is good no issues the only thing is that they should provide good service","[u'thing', u'charg', u'clean']"
301,staff should be increased there is minimum staff and work should be done slowly that will be good .,['staff']
302,"last time i told them about cleanliness , they told it \? s a complimentary service so cleaning facility is not there , so they are washing but quality was not good . they should clean it properly .",[u'clean']
303,there should be some sort of awareness within staff . staff should be increased . car should be cleaned properly .,"[u'clean', 'staff']"
304,once my car was accident after even year work which they did color was dim so they solve it color problem but i think that color not should fade but color was faded again . if we are applying by brand service center then color not should be fade .,['work']
305,"they should clean the car properly provide after servicing . they should check all the brake systems properly clean the dust from the car and give . after checking car completely , tell us what is lacking bay . the engine should be cleaned from the inside .","['interior', 'check', u'clean']"
306,"interior washing is not good . they have to improve the cleanliness after the servicing and even at the vehicle door side , if they improve this customers need not to clean again .","['interior', u'clean']"
307,no improvement require all are fine,['no improve']
308,no improvement require,['no improve']
309,"i think they dong fast for cleaning car , if possibility of work load that reasons . i saw some like dust in last of last service , they should be clean perfectly .","['work', u'clean']"
310,"they are not giving importance to cleanliness , they have to give more importance because customers want their vehicle very cleanly . they have to do improvement on that . otherwise they are giving very good . workers are very well .",['staff']
311,no improvement require all are fine,['no improve']
312,washing process of the car was not proper so it should be improved .,[u'clean']
313,they cleaned properly the vehicle when we took there for routing check if we again give for the servicing that time some grease stains they not clean so they should be clean properly .,['check']
314,location is very far for me . it should be at ghodbander \( thane \) road .,['others']
315,when i purchased car it was company problem in steering voice but i have not received my car return till now . i asked them to replace parts but i still did not get that .,['part']
316,should do improvement on the water wash of the car . i am not satisfied with the service of the water wash of done by them . they should do a to z cleaning while doing water wash .,[u'clean']
317,they have to improve the cleanliness of vehicle after servicing .,['others']
318,"they should give more attention at internal cleaning . they should do little little work as well , should not wait for customers .","['interior', 'work']"
319,they must have all equipment 's with them . for cleaning should we get things from our home \?,[u'thing']
320,washing rates are too high that should be reduced . otherwise since this was my first visit so cannot say much,[u'charg']
321,they should clean the vehicle inside properly minor washing should be quickly .,['interior']
322,"they should maintain the service timing because the customers need to wait there for at least 1 hour for delivery of the car they didn \? t provide the car immediately , they should improve in painting technical .",['others']
323,services center should be clean .,[u'clean']
324,supervisor should be properly monitoring the washing service .,['staff']
325,i have only problem for washing only . i send again my car for washing .,[u'clean']
326,there are some disqualified people so in all showrooms we receive same service from washing because washing is not ok . they should appoint some advisors who can check car after washing and then they deliver car to customers . it will be more convenient because car which runs in city it won \? t be so dusty but in village there is so much dust and watery roads so we face this problem a lot .,['staff']
327,gurgaon waiting area is not much spacious and if we talk about location then i stay in dwarka so for me it is very far . the cleaning people 's behavior is not good,['others']
328,i will not go there for car cleaning next time . if any specific cleaning is mentioned for cleaning of car then they should know how to clean it .,[u'clean']
329,madhuban toyota has a good servicing . they clean and polish the car properly . this feature is lacking in wasan toyota,[u'polish']
330,they should wash the car properly and should also clean the wheel properly .,[u'clean']
331,they should take care while washing cleaning . regular cleaning is done by our driver but we go for regular service so that it should look good and interval should be clean .,[u'clean']
332,they should properly wash the car that \? s it .,[u'clean']
333,"focus should be there on finishing . when we give car for finishing they should give us back after full servicing . even the small requirements of customers should be attended . there services are good . the focus is completely on major works . but when it comes for presentation , every service center lacks behind . last time they did not cleaned the ac vents correctly . . due to this i faced many problems .",['work']
334,they are take charge for washing service but they are not properly clean the car so that service should be improved .,[u'charg']
335,no improvement require all are fine,['no improve']
336,water wash should be clean dirt should not be displayed,[u'clean']
337,cleaning service is not good . it should be improved . may be because of hurry they are not doing the same . it should be great if they should take care while cleaning washing .,[u'clean']
338,cleaning and all like should be done after washing actually it is not happening exactly . we are not getting cleaning as we want after washing . they are not doing proper washing for glasses so they should done it properly . when we are returning with our car that time we came to know that they did not done cleaning properly . they just normally cleaned it . they should improve on this . should check the washing and all .,"['check', u'clean']"
339,"delhi is better in quality of cleaning . they must polish the dash board so that car get a feeling of new . when you come for servicing and pay 10000 rupees for servicing then they must pay special attention . even if you do workshop then it would be your responsibility , you must take care of it and they must feel good about this servicing . like you are taking a new car .","[u'polish', u'charg']"
340,they should be more clean and tidy .,['others']
341,when they are doing cleaning so they should do cleaning in deep . interior cleaning should be good .,['interior']
342,washing service should be improved .,[u'clean']
343,"they should clean the vehicle properly . they do not wash or polish the car , bumper , dashboard properly properly . do not clean the mud should apply polish on the tire .","[u'polish', u'clean']"
344,cleaning should be improved more .,[u'clean']
345,they should properly clean the car after servicing .,[u'clean']
346,"amount charges related i have not much issue , post servicing the car and when we come to home the car seems not cleaned properly i . e . the car water service . i mean that the water wash service is free of cost hence i think that they are not servicing this water service properly other than that the service are good only . thus need improvement on water wash services .","[u'clean', u'charg']"
347,they should clean the vehicle properly and should vacuum in a proper way .,['others']
348,water servicing section should be improved under body part of vehicle should also be properly cleaned,[u'clean']
349,in your workshop one metal piece was fall down on my car from the building where construction work was going on . service advisor also was present there . that piece was fall down directly on bonnet . any person can lost his life also . out side of the car there was an exterior problem they should take care of it .,"['work', 'staff']"
350,staff should be increased and after entering inside they should proper clean the car .,['interior']
351,"they are taking charges of car delivery but other companies are not taking charges for it , they should clean the mirrors properly .",[u'charg']
352,they should clean the car properly .,[u'clean']
353,after cleaning they should put paper inside lower side of the car,['interior']
354,vehicle cleaning service is not good . even after cleaning inside car under the sear rubber area was having so much stain . they should take care of this and clean vehicle properly .,"['interior', u'clean']"
355,they should clean the vehicle from inside also including the sides of windows .,['interior']
356,"they didn \? t had vacuum cleaner , so the dust inside the car was uncleaned . so they didn \? t wash the car cleanly . they should use shampoo or something also they should use vacuum cleaner to clean the dust","['interior', u'clean']"
357,in washing area they should do improvement in lift area otherwise rest everything is good .,['others']
358,car water service should be improved,[u'clean']
359,they should not take much time and also should attend the customer and they should ask for tea or coffee in the waiting area .,['others']
360,they should do proper washing of the car,[u'clean']
361,"in 60mins service procedure they do all things like cleaning the car , repairing or servicing the car but one thing is skipped that is delivery check process . because in my second servicing i feel that delivery check procedure is not done .",['check']
362,should clean the interior of inside the car properly,['interior']
363,they don \? t do proper cleaning they should check once returning car back to the customers . they themselves should check where is the problem in car . gate is not washed properly . washing is not done properly . they should open the bonnet and wash it,"['check', u'clean']"
364,vacuum cleaning process should be properly done .,['others']
365,they should improve on every side when they deliver car they should clean car before delivery . car should be maintaining well . internal cleaning is not proper at this dealership .,"['interior', u'clean']"
366,car should properly clean after the servicing .,[u'clean']
367,they should do external cleanliness properly . some times we found the dust after the servicing so they should clean the vehicle properly .,[u'clean']
368,worker 's should be permanent .,['staff']
369,"staff should be understanding were it is dirty in the car and customer not necessary to told the staff , and staff should be trained to mechanical to new car",['staff']
370,they should clean the car and then give the delivery .,[u'clean']
371,"at dealership there were not properly clean , hence there were cleaning properly",[u'clean']
372,"in rating season we are not able to drive the cars , the glasses of cars are full of muel drive rainy season , the staff not giving proper response it they give proper response then it will better for us .",[u'charg']
373,no improvement require,['no improve']
374,after doing car service they done water servicing also so theory should done this at the time of car servicing .,[u'clean']
375,they were not properly cleaned the vehicle under water bodies . they should clean it properly .,[u'clean']
376,advanced cleanliness should be done . after car service cleanliness is good then after 2 week cleanliness is changes . if it is solved then will be good .,['others']
377,service mechanic was used some chemicals in spare parts . when i used my car after servicing that chemical smell were came in whole car that smell was not tolerable . again i visit the service center tell them about my issue they were resolve it . actually when they delivered my car after servicing that time at least they were inform the customer .,['part']
378,interior cleaning should be done properly .,['interior']
379,they are not cleaning car properly inside the car dust is their when we complete about it in clean it,['interior']
380,"after completing the service , while taking the car it should be more clean .",[u'clean']
381,some parts of car need to be carefull . i went for destiny and painting of car body but near bonnet some parts was pending too work space which under door it was not clear properly,"['work', 'part']"
382,"last time servicing of my car was not good . i am not satisfied , because they were not properly clean polished my car . they must be properly clean polish car of regular customers . i am always satisfied form their service but this time i am not satisfied",[u'polish']
383,they should increase staff because at the time of servicing lots of rush is our there staff are less .,['staff']
384,"in service center not properly wash the car , we need to told where it is washed . they should be washed down side of the car also .",[u'clean']
385,they are cleaning car properly . they are not cleaning seat belt not doing interior servicing properly all dust remain as it is . customer have to explain everything about servicing .,"['interior', u'clean']"
386,"there should be improvement in car cleaning . i face problem 2 times . i told them , then also i do n't get satisfaction . they should attend customers complaints nicely . staff should work with responsibly understanding .","['staff', u'clean']"
387,workshop should be better in condition their should be space . they should take limited cars . they should give car on committed time . they should clean car properly .,[u'clean']
388,"while they are cleaning the car they are not dried water , the cleaning department should be active , and one day they are washed 20 to 30 cars , that 's why , they are not properly drying the water . one person should be washed less cars , then he should cleaned properly .",[u'clean']
389,customer should be satisfied with the cleaning,[u'clean']
390,customer should wash the car properly give it to us . inside dust is like that only . when we say then only they clean it .,"['interior', u'clean']"
391,they have to clean the vehicle properly after servicing .,[u'clean']
392,cleanliness as water wash service was not done properly . request you to improve the service .,[u'clean']
393,the advice should personally check the condition of the car the cleaning is done properly or not .,['check']
394,no improvement require,['no improve']
395,after service they should clean properly give it to us .,[u'clean']
396,if they kept the car after cleanliness but when customer came there to bring car . they should clean the car second time .,[u'clean']
397,there not doing cleaning correctly . there not cleaning dash board there is dust on it they should clean car properly .,[u'clean']
398,they have to do proper cleanliness after servicing .,['others']
399,they are not cleaning the vehicle properly inside and out side,['interior']
400,"they should a to z water wash , interior work and glass work properly",['interior']
401,car should wash with water .,[u'clean']
402,after servicing they should check the car they need to give attention for this improved it .,['check']
403,when we visit the service centre for cleaning the car that time they lave to attend properly do the work .,['work']
404,my car servicing after outside interior not cleaning properly and washing also not proper . it should be cleaning properly .,"['interior', u'clean']"
405,"they should need more supervision , because some of the small incident happening that means regarding the clean lines some hurry burry work was there . some portion of the inside the vehicle is no touching . so they should provide proper supervision to the cleaning staff .","['interior', 'work', 'staff']"
406,"the condition and cleanliness of vehicle when you received after servicing , car washing need to be improve . we do n't know how they will improve . staff is doing heard work from beginning of the day . we are unable to wash our car , for money they are doing very well but we are also paid 500 for car washing . so we want to get full service . i think they should increase staff so it will be good .","[u'charg', u'clean', 'staff']"
407,"cleanliness should be improve . engineer should be clean it . some parts like washing , painting or portion their is some dust on that . so they should concentrate on it some services center they give high service . they should give high service here also . last time i had to went again for the service . their is not good cleaning .","['part', u'clean']"
408,cleaning polishing should be better . car cleaning polishing should be much do better . they are only washing the car but not cleaning dust on it . they need to clean car from inside also .,"['interior', u'polish', u'clean']"
409,there is not washing service available in nearest toyota service center for washing the car we are going extra 30 to 40km far which was not so convenient .,['others']
410,after servicing the car they should deliver the car in clean condition .,[u'clean']
411,servicing car should be properly neat clean .,[u'clean']
412,"after servicing the car they are not properly cleaning it . it should be washed cleanly and properly they are not properly cleaning my car , hence i am not happy .",[u'clean']
413,"they deliver car sometimes in unclean condition . if they need time one day extra to deliver car in clean condition then they must take one day . but they should n't deliver car in unclean condition . maximum time in their center , link got failure . they should improve this .",['others']
414,service provide low a person knowledge were dirtiness is happened . customers should look out the first cleaning . cleaning should be do with proper manner,[u'clean']
415,after service they should be clean the car to use wet cloths . if they should be clean glass with wet cloths m 's gives me good feeling . i know we not doing paid wash but if they clean properly not only water but also wet cloths . so i feel happy .,[u'clean']
416,supervisor should be check the car after the delivery . they should be check . car was proper clean or not then they deliver the car .,"['check', u'clean', 'staff']"
417,they charge rs 800 900 . for car cleaning so they should clean it properly . they should clean 7stain on glass properly,[u'clean']
418,they should take care of cleaness of the car,['others']
419,"the condition and cleanliness the washing is so bad , their washing was not properly done . they note it down on copy but not put in computer system . they have no improve their machanics .",[u'clean']
420,they should be dry clean properly in a car always i has to dry clean . my car form outside they should be doing good dry cleaning,[u'clean']
421,there are not cleaning car properly . they should give car after proper checking and cleaning after servicing .,"['check', u'clean']"
422,they should be cleaned our car after servicing .,[u'clean']
423,vehicle not clean properly on that condition they return back to the customs they are not check the car completely . service centre person should take the authority to check the car before hand over the customer . after that they can handover the car,['check']
424,during my last servicing they were not properly wash my car . there soil and water were after washing car still in the car . i was made complaints about it more than 2 3 times but they did not take any actions against it .,[u'clean']
425,they should a to z water wash and glass work properly,[u'clean']
426,when customers are giving car for servicing they should check car properly . when i had given car for servicing in nova crista there is no touch point . but after servicing there was a touch point . they should tell customers to cheque . there car 7 they also check the car,['check']
427,there are not doing cleaning properly . at the time of servicing look after about cleaning of car . they should do there work properly .,[u'clean']
428,"there should be one advisor who check the car after servicing , they should check that the car properly clean or not .",['staff']
429,"vacuum facilities and clearing and washing is not good means out of 100 only 90 we car give the mark . eg some dots on the glass , some dust particle inside the vehicle , washing is not upto the mark as it is not fully washed .",['interior']
430,i given the amount for dry cleaning 1500 but they not dry clean properly they not wash the car also .,[u'clean']
431,"company should make arrangements for car . they are not putting diesel , then how it will work . if they are taking money from us then at list they should provide good service . by these customers complaints will not come . if there is diesel in the car then they should not use it . if it is necessary that they have to empty the diesel , then they can put that diesel in some bag or polishing and inform us . if they will not do this then it is a loss of us . this is my fault or there fault . now they have to inform me that your diesel is filtered . they have to inform me how many things they had fixed in car and your toyota workers are telling there is no other company who is putting things in car and taking the money . so they have to inform customers which things they had fixed in car . this should be improved .","[u'polish', u'thing', u'charg']"
432,they are not clean the car properly . they should take more time clean the car .,[u'clean']
433,cleanness is not good at service centers . they have to open a new service center for washing purpose . they are taking more time in delivery the vehicle,[u'clean']
434,they do n't clean properly inside the bonnet and underside of the vehicle .,['interior']
435,washing not properly done . they should wash it properly . till we not tell them to wash properly they just say yes yes but they washed the car as they to wash .,[u'clean']
436,they should be clean the car properly .,[u'clean']
437,they are not doing the water washing properly . they are not cleaning the vehicle properly inside and out side,"['interior', u'clean']"
438,"there was dust at the down parts of the car after servicing there was one scratch on car door . so we can clean out car at home . car capacity is 10 , 000 km then they should tell me to before only . if they want to change break pad .","['part', u'clean']"
439,when we give our car for journal check up that time they should remove scratches and also tied the parts which are loose . they should be more take care about it they should be take care about car accessories . they should be more take care about journal check up . they give our car to accurate fitting .,['check']
440,"while cleaning the car which the liquid they use , its not remove properly , it remains like that only . they are working carelessly . it should be looking properly and cleaning properly .",[u'clean']
441,in my car minor problem is there they should take more care of my car,['others']
442,they have to clean the vehicle properly .,[u'clean']
443,"they do n't wash the vehicle properly , cleaning is ok . but water washing is not ok . they clean the interior which is good but the interior part they do n't clean it as dust is found after washing means patches of dust and also they should not park the vehicle very close after the servicing so that the person who open the door they will not take car of the other car standing beside","['interior', u'clean']"
444,"if we will giving water servicing the car , then they our car as it is only . it should be clearing properly .",[u'clean']
445,cleaning and washing should be done more perfectly like interior cleaning of the car and polishing should done more .,['interior']
446,"servicing car they are not properly cleaning , it should be cleaning properly",[u'clean']
447,they should take care of cleaning they should give car after properly cleaning . they should clean the dust also .,[u'clean']
448,"i am observed 3 to 4 times , they are not cleaning my car properly . cars out side parts interior they should be cleaned properly .","['interior', u'clean']"
449,interior part of the vehicle was ok but the interior part was not cleaned properly and they had missed the right side door cleaning where some dirt were left over .,['interior']
450,"they are not properly wash the car , water remaining on the car glasses . after i am own cleaning my car at home . there should be washing the car properly",[u'clean']
451,"while servicing the car , it should be clearing the car properly .",['others']
452,"which small small things have in servicing which i tell them , they should take care about on it . what have requirements they should listen completely . what i tell them also they should not take more charges . they should clean the car on downside . they should paint the car instead of that they take extra money for small small things they take huge charges . so , it should be not happen .","[u'thing', u'charg']"
453,they should be little bit improve in cleaning service,[u'clean']
454,in karnal service center first they use to clean the car very will . they should also clean the car neatly .,[u'clean']
455,during my last car servicing they were not properly cleaned my car after servicing there was greens on my car which i saw on next day i tried clean it but did n't remove . i did n't had time to go back in service center . during the servicing my car 's reverse camera screen were missing . i made complain against it in their feedback call but they did n't take action against it . they should be take of car it 's parts during servicing .,['part']
456,i had deliver the vehicle for a c problem . then they serviced for the problem but they had not connected the wires of a c properly so all are getting problem for that issue,['others']
457,after servicing our car it should be washing and cleaning properly .,[u'clean']
458,car must be cleaned properly,[u'clean']
459,"servicing car should be cleaning properly . you should be think how it is cleaning , you also taken rules and regulation . and also should be change the washing machine .",[u'clean']
460,"there washing facility are all good , but their staffs are not doing properly work . our servicing car not cleaning properly . the staffs were should be doing all works properly .","[u'clean', 'staff']"
461,"car was n't cleaned properly . last time on service they had n't cleaned it properly have to tell them for cleaning . bumper , back side tire car 's body have not cleaned properly . every parts of the car must be washed .","['part', u'clean']"
462,"they are not washing our cars , we told the manager they also not response to us . there should be clean and wash our cars .","[u'clean', 'staff']"
463,after washing our car it is wiped properly .,[u'clean']
464,in cleaning their should be improvement . in one time only they have to clean it properly,[u'clean']
465,"the condition and cleanness when taking the car . additional work should be in car , car should be clear properly .","['work', u'clean']"
466,they people are not washing the car properly they should wash the car properly .,['others']
467,while delivering it must be wiped cleaned properly but they does that after requesting only so it takes more time for delivery .,[u'clean']
468,proper cleaning must done . how much money they are charged for that they do person cleaning,"[u'charg', u'clean']"
469,"after servicing our car they are not cleanning our cars seat , glass and also out side parts . it should be cleaned and washed properly .","['part', u'clean']"
470,car must be clean properly should not take more time .,[u'clean']
471,after servicing the car whatever they are written . they have to check all service is done or not . they are not washing the time after visiting the service center .,"['check', u'clean']"
472,they are done the checking completely . in a car oil level and also air tier have or not they also not check it,['check']
473,they are not cleaning or water washing service interiorly and superiorly,[u'clean']
474,they should be do polish on the car . when the bring the car outside we have to say to them that polish my car after we till them then only they do the polish .,[u'polish']
475,in the last servicing they did not paid the attention on cleanliness . they did not done the cleanness . this should be improved and customers should not feel that the cleanness is not done properly .,[u'clean']
476,in paid service they should be provide interior or external both service . if black spot has in seat they should be clean it . it 's not take much time . for this they take a extra charges and also they take extra charges for painting .,"['interior', u'charg']"
477,they should check the car and then do the servicing then should be improvement needed in servicing staff should be good and not neglect the work .,['staff']
478,they must finally check the car once before deliver and finishing time must be cleared .,['check']
479,worker should be clean properly .,['staff']
480,working servicing time is time taken it should be look after to reduce timming,['others']
481,many they not done the washing bill alignment machine was damage any time this machine was not in working condition washing machine also damage they should told us what are have in washing they had to clean sheet or roof it should be take care what happening close monetary engineer should be have monetary to understand about business point of view their flow or not .,[u'clean']
482,while cleaning the vehicle they should be take care give more attention also recheck before handover to customer rhere is no any water in car or any oil orgrees in car etc .,[u'clean']
483,they have to clean the car properly . inside the car vacuum cleaning properly do .,"['interior', u'clean']"
484,"vechicles should be cleaned properly , when they cleaning properly in inside then they are not cleaning outside . if they cleaning outside properly , then they are not cleaning inside . it should be improved .",['interior']
485,there are not properly clean the car . horribly they are doing every time . some 2 customers are there that person teaching to them how to clean the car .,[u'clean']
486,"when they gave me the vehicle , they did n't vacuum it . that is why i am not happy with that . but then they told me that within 10 15 mints they are vacuuming it and give it to me . so next time they should not forget to vacuum the car .",['others']
487,they must be improved the cleaning of car . toyota staff must be trained properly . they should be open service center to trained the staff,"[u'clean', 'staff']"
488,proper cleaning should be done . last time they not clean dust . in other dealership they polished the car give it but they had not done it . rectify cleaning should be done . cleaning should be good .,"[u'polish', u'clean']"
489,they have to give proper explanation about all the service . they have to guide us how to drive how problem will comes that explanation need to be given to the customer on every service .,['others']
490,"allotment should be more improvement , at servicing time the executive should be there , and after servicing the car the executive should be checking the car also , they are properly cleaned or not . they should be cleaning the car at door side of the car .","['check', u'clean']"
491,"they should be cleaning the interior properly , from 8 years onwards , there is cleaning problem . it should be improved",['interior']
492,when they clean the car that time service center persons are sometimes clean the car with dirty cloth . on that car looks very dirty . when they serviced that time we have to tell them to do this that work .,['work']
493,they have to improve the cleanliness of the vehicle some what better than present servicing .,['others']
494,after servicing the car they should check it again .,['check']
495,car must be clean properly,[u'clean']
496,service center workers must be guided . whenever visit the car they have to check the car with a proper manner properly wash the car .,"['check', 'staff']"
497,when the car servicing time they should clean the car properly .,[u'clean']
498,car must be cleaned properly . they should be clean car engine also,[u'clean']
499,some charges are very high front very per is of rs . 3500 that is very costly they are not washing the car properly .,"[u'clean', u'charg']"
500,every time they were not properly washing the car after servicing the car every time there was need to be told them telling the done it properly but every customer was told them to make the proper washing they should be give attention while washing the car there should be no any need of customer remind the service advisor to washing car properly .,['staff']
501,cleanliness should be proper which stain has to the water it should be clean,[u'clean']
502,for servicing the car there should be no dust on it .,['others']
503,they should clean car inside outside properly . we have to toll them to clean car here there .,"['interior', u'clean']"
504,washing cleanliness should be do properly .,[u'clean']
505,from inside they do n't do the cleanliness properly .,['interior']
506,car minor should be clean it properly .,['others']
507,they are not doing cleaning properly . they are not doing service on committed time .,[u'clean']
508,they should be neat and clean our servicing car .,[u'clean']
509,car washing should be do properly . they take 800 to 1000rs but they should clean the car from outside also .,[u'clean']
510,they told they wash car but when it saw is not like that they wash car properly,[u'clean']
511,cleaning should be done properly .,[u'clean']
512,there should be improve in cleaniless .,['others']
513,they should improve the services . they are not doing alignment and speed balance properly . they said they don \? t have time . they should improve water service and other service .,[u'clean']
514,"after servicing the car they are not cleaning properly . when we are saying to the staff then they are told us , sir , we are properly cleaning your car but they are not cleaning properly inside the car .","['interior', u'clean']"
515,after giving payment receiving car when we drive the car then only we come to know that servicing is done properly or not . this is your responsibility that give customer proper service . they should do trial of car that it have problem or not . because one time after servicing when i drive car suddenely there was noise started in my car . your services center is far away so i visit nearest service center then i come to know that they not insurt pipe in bonet . so this type of problem do not happened . if i go for long drive then my engine would be failed .,['others']
516,"servicing car should be clean properly , our cars which sides dust or dirt stickked , then it should be cleaning properly",[u'clean']
